STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Meghalaya,"West Garo Hills",PMGSY-III,37,16,2,0,35,16,302.909,367.50477,37.16,28,265.749
Meghalaya,"West Khasi Hills",PMGSY-I,213,11,206,11,7,0,967.815,539.2124,930.226,492.7647,36.858
Meghalaya,"West Khasi Hills",PMGSY-II,16,1,15,0,1,1,82.75,48.48534,77.75,45.6327,5
Meghalaya,"West Khasi Hills",PMGSY-III,22,6,0,0,22,6,195.116,238.92382,7.63,14.1821,187.486
Mizoram,Champhai,PMGSY-I,59,0,58,0,1,0,748.765,391.1319,748.851,386.1861,0
Mizoram,Champhai,PMGSY-II,1,0,1,0,0,0,60,95.2352,60,87.8885,0
Mizoram,Champhai,PMGSY-III,4,0,0,0,4,0,94.64,103.35239,0,0,94.64
Mizoram,Lawngtlai,PMGSY-II,1,0,0,0,1,0,32,25.8464,25,21.1559,7
Mizoram,Lunglei,PMGSY-I,59,0,53,0,6,0,738.914,537.8182,730.408,484.1303,3.162
Mizoram,Lunglei,PMGSY-III,3,0,0,0,3,0,131.5,169.8143,0,0,131.5
Mizoram,Mamit,PMGSY-I,29,0,26,0,3,0,329.913,217.0491,297.288,157.5442,29.39
Mizoram,Serchhip,PMGSY-I,31,0,31,0,0,0,459.09,232.1615,457.55,223.6491,0
Nagaland,Longleng,PMGSY-III,1,0,0,0,1,0,13.7,10.9094,0,0,13.7
Nagaland,Mon,PMGSY-II,1,2,1,2,0,0,21,26.1345,21,25.8255,0
Nagaland,Peren,PMGSY-I,29,5,24,5,5,0,375.64,120.3107,362.14,111.5764,13.5
Nagaland,Phek,PMGSY-III,5,0,0,0,5,0,50.711,51.27989,0,0,50.711
Nagaland,Wokha,PMGSY-II,1,0,1,0,0,0,18,15.4289,18,15.5631,0
Nagaland,Zunheboto,PMGSY-I,41,5,41,5,0,0,443.64,118.7847,444,118.6371,0
Odisha,Balasore,PMGSY-I,702,13,702,13,0,0,2505.605,1122.8988,2350.677,1175.1676,0
Odisha,Bhadrak,PMGSY-II,15,0,15,0,0,0,83.97,38.5552,83.154,36.2075,0
Odisha,Dhenkanal,PMGSY-III,35,0,33,0,2,0,286.46,181.3097,265.306,157.7105,11.51
Odisha,Ganjam,PMGSY-II,43,2,43,2,0,0,288.931,123.91889,287.349,113.585,0
Odisha,Jajpur,PMGSY-III,45,0,22,0,23,0,295.967,197.96155,240.698,159.7047,53.11
Odisha,Jharsuguda,PMGSY-II,5,0,5,0,0,0,48.757,20.2333,47.457,17.1657,0
Odisha,Kalahandi,PMGSY-III,44,13,24,0,20,13,367.59,255.952,281.953,184.3777,83.017
Odisha,Kendrapara,PMGSY-I,397,5,397,5,0,0,1550.057,762.6803,1514.899,789.2279,0
Odisha,Khurda,PMGSY-III,48,2,44,1,4,1,272.285,174.18535,261.919,156.1833,4.848
Odisha,Koraput,PMGSY-III,66,2,63,2,3,0,449.21,264.73846,443.172,230.2272,2.42
Odisha,Nuapara,PMGSY-I,307,6,306,6,1,0,1391.95,527.444,1366.908,490.7307,3.01
Odisha,Nuapara,PMGSY-III,21,1,16,0,5,1,168.43,100.93398,147.155,82.4144,19.677
Odisha,Sundargarh,PM-JANMAN,2,0,0,0,2,0,2.2,2.0858,0,0,2.2
Puducherry,Karaikal,PMGSY-II,10,0,10,0,0,0,15.17,5.6712,14.331,9.1361,0
Punjab,"Fatehgarh Sahib",PMGSY-III,3,0,2,0,1,0,31.239,19.98768,30.399,19.0243,0.84
Punjab,Hoshiarpur,PMGSY-II,2,0,2,0,0,0,25.6,18.2157,25.6,13.5352,0
Punjab,Hoshiarpur,PMGSY-III,21,0,13,0,8,0,286.665,230.9857,165.265,97.7189,121.4
Punjab,Jalandhar,PMGSY-I,56,0,56,0,0,0,340.12,121.8067,340.12,105.1702,0
Punjab,Jalandhar,PMGSY-II,2,0,2,0,0,0,20.15,13.9106,20.15,11.7305,0
Punjab,Mansa,PMGSY-II,14,0,14,0,0,0,173.4,109.1393,173.3,100.1623,0
Punjab,Mukatsar,PMGSY-II,10,0,10,0,0,0,114.86,75.1052,111.28,61.9397,0
Punjab,Patiala,PMGSY-I,53,0,53,0,0,0,368.76,179.9957,368.51,162.2487,0
Punjab,Sangrur,PMGSY-I,52,0,52,0,0,0,499.49,217.7255,498.75,200.7852,0
Rajasthan,Ajmer,PMGSY-I,166,0,166,0,0,0,665.225,110.2774,628.63,93.698,0
Rajasthan,Banswara,PMGSY-I,1013,0,1013,0,0,0,2676.71,657.9331,2650.945,560.3327,0
Rajasthan,Barmer,PMGSY-I,775,0,775,0,0,0,3694.415,646.3878,3556.05,575.2857,0
Rajasthan,Beawar,PMGSY-I,174,0,174,0,0,0,607.68,104.0071,593.4,92.2855,0
Rajasthan,Bharatpur,PMGSY-II,7,0,7,0,0,0,69.2,39.93924,69.2,30.9691,0
Rajasthan,Bharatpur,PMGSY-III,14,0,13,0,1,0,112.122,75.16447,109.742,62.2124,2.2
Rajasthan,Bhilwara,PMGSY-III,17,0,17,0,0,0,137.633,80.63282,137.16,64.1196,0
Rajasthan,Chittaurgarh,PMGSY-III,33,2,28,2,5,0,252.253,153.33484,234.372,99.3296,14.63
Rajasthan,Dholpur,PMGSY-I,253,0,253,0,0,0,854.78,141.0214,767.14,148.4429,0
Rajasthan,"Didwana Kuchaman",PMGSY-II,10,0,10,0,0,0,106,46.3672,106,31.6625,0
Rajasthan,Dungarpur,PMGSY-I,1001,0,1001,0,0,0,2820.22,766.6567,2691.941,661.5755,0
Rajasthan,Gangapurcity,PMGSY-III,17,0,17,0,0,0,109.84,57.41854,107.151,40.2555,0
Rajasthan,Hanumangarh,PMGSY-I,134,0,134,0,0,0,903.16,196.4427,867.987,167.7036,0
Rajasthan,Jhunjhunun,PMGSY-III,22,0,20,0,2,0,174.45,99.3892,173.45,65.6828,1
Rajasthan,"Khairthal Tijara",PMGSY-II,8,0,8,0,0,0,59.826,19.0538,59.826,16.5637,0
Rajasthan,"Neem Ka Thana",PMGSY-III,16,0,16,0,0,0,109.925,70.9439,109.185,47.2502,0
Rajasthan,Pali,PMGSY-I,249,0,249,0,0,0,1100.43,204.174,1042.736,179.7651,0
Rajasthan,Pratapgarh,PMGSY-II,8,0,8,0,0,0,70,31.2462,70,18.5287,0
Rajasthan,Salumbar,PMGSY-II,4,0,4,0,0,0,44,21.9598,44,13.1185,0
Rajasthan,Sanchor,PMGSY-II,5,0,5,0,0,0,56.1,18.4422,56.1,13.8423,0
Rajasthan,Sawaimadhopur,PMGSY-III,20,1,20,1,0,0,147.771,82.7817,143.732,69.0483,0
Rajasthan,Sirohi,PMGSY-III,11,4,11,4,0,0,102.49,96.79097,100.49,75.7178,0
Rajasthan,"Sri Ganganagar",PMGSY-II,8,0,8,0,0,0,75.5,26.0761,75.5,18.8808,0
Sikkim,East,PMGSY-II,3,0,3,0,0,0,7.8,6.7633,6.92,5.5476,0
Sikkim,Soreng,PMGSY-I,171,10,165,8,6,2,753.756,359.6555,735.564,352.8493,8.875
Sikkim,Soreng,PMGSY-III,11,0,0,0,11,0,73.35,61.79227,1.2,8.3371,72.15
Sikkim,South,PMGSY-I,258,14,246,11,12,3,1421.72,594.2179,1401.171,578.4793,9.294
"Tamil Nadu",Chengalpattu,PMGSY-II,24,3,24,3,0,0,87.248,39.3014,86.448,37.372,0
"Tamil Nadu",Erode,PMGSY-I,230,1,230,1,0,0,513.66,134.35828,506.001,126.0865,0
"Tamil Nadu",Karur,PMGSY-III,74,0,51,0,23,0,268.516,138.02792,178.106,90.8956,80.46
"Tamil Nadu",Krishnagiri,PMGSY-II,40,2,40,2,0,0,118.23,56.26929,118.23,59.1974,0
"Tamil Nadu",Krishnagiri,PMGSY-III,49,8,29,1,20,7,198.32,148.42358,117.46,81.884,80.85
"Tamil Nadu",Madurai,PMGSY-I,280,0,280,0,0,0,511.653,124.11849,512.083,36.0835,0
"Tamil Nadu",Mayiladuthurai,PMGSY-III,59,10,37,0,22,10,236.544,234.7002,165.766,183.1232,70.749
"Tamil Nadu",Nagapattinam,PMGSY-I,193,8,193,8,0,0,438.1,262.27358,435.949,244.6971,0
"Tamil Nadu",Nagapattinam,PMGSY-III,38,5,30,0,8,5,156.203,153.38103,117.452,155.5813,38.755
"Tamil Nadu",Namakkal,PMGSY-II,30,0,30,0,0,0,86.151,31.75087,86.156,33.0551,0
"Tamil Nadu",Namakkal,PMGSY-III,108,0,87,0,21,0,375.834,209.22077,281.254,155.3205,94.588
"Tamil Nadu",Ramanathapuram,PMGSY-III,64,4,44,0,20,4,282.344,196.38698,188.183,117.1033,89.245
"Tamil Nadu",Sivagangai,PMGSY-II,4,1,4,1,0,0,11.955,7.47306,11.955,7.9755,0
"Tamil Nadu",Thanjavur,PMGSY-I,302,2,302,2,0,0,564.204,132.16558,563.374,139.4407,0
"Tamil Nadu",Thanjavur,PMGSY-II,22,0,22,0,0,0,87.974,43.71158,87.974,45.8812,0
"Tamil Nadu",Theni,PMGSY-I,69,2,69,2,0,0,143.55,47.33271,138.51,33.0193,0
"Tamil Nadu",Tiruchirappalli,PMGSY-III,81,1,52,1,29,0,310.51,168.58226,197.245,91.7242,113.28
"Tamil Nadu",Tirunelveli,PMGSY-III,46,0,26,0,20,0,192.225,102.1219,111.36,59.4031,80.865
"Tamil Nadu",Tiruppur,PMGSY-I,285,2,285,2,0,0,627.378,136.4948,623.583,27.9211,0
"Tamil Nadu",Tiruvannamalai,PMGSY-I,263,0,263,0,0,0,633.938,141.19902,633.948,99.9083,0
"Tamil Nadu",Tiruvannamalai,PMGSY-II,27,0,27,0,0,0,97.4,33.20386,97.4,31.5563,0
"Tamil Nadu",Tuticorin,PMGSY-II,14,0,14,0,0,0,56.3,20.98946,55.93,22.3365,0
"Tamil Nadu",Virudhunagar,PMGSY-III,19,2,14,0,5,2,59.845,55.4926,41.115,22.8754,18.73
Telangana,Adilabad,PMGSY-I,186,28,180,28,6,0,654.472,193.42658,578.392,48.196,30.75
Telangana,"Jogulamba Gadwal",PMGSY-I,25,1,25,1,0,0,151.925,31.8538,146.475,60.6567,0
Telangana,Karimnagar,PMGSY-III,11,1,0,0,11,1,56.933,30.88998,5.033,11.6345,51.9
Telangana,Khammam,PMGSY-I,135,9,135,9,0,0,423.151,108.162,419.051,37.213,0
Telangana,"Komrambheem Asifabad",PMGSY-I,157,45,144,41,13,4,779.469,280.28829,696.027,345.2748,64.023
Telangana,Mahaboobnagar,PMGSY-I,43,4,43,4,0,0,181.035,42.3286,175.095,71.2372,0
Telangana,Mahaboobnagar,PMGSY-III,11,9,4,6,7,3,69.748,70.60881,40.246,46.0658,28.421
Telangana,Mahabubabad,PMGSY-II,4,0,4,0,0,0,24.805,12.7995,24.35,11.496,0
Telangana,Mancherial,PMGSY-I,83,24,81,22,2,2,399.965,162.07359,368.755,204.0665,12.999
Telangana,Nagarkurnool,PMGSY-III,11,4,9,0,2,4,70.486,51.73822,65.379,36.2104,3.125
Telangana,Nalgonda,PMGSY-II,14,0,14,0,0,0,88.6,38.6273,86.467,30.2596,0
Telangana,Warangal,PMGSY-I,86,4,86,4,0,0,191.539,52.7477,191.579,85.5197,0
Telangana,Warangal,PMGSY-III,16,7,5,0,11,7,104.89,104.21227,82.46,65.021,22.018
Telangana,"Yadadri Bhongiri",PMGSY-II,6,1,6,1,0,0,34,16.2395,31.98,14.415,0
Telangana,"Yadadri Bhongiri",PMGSY-III,15,5,10,0,5,5,69.49,60.61963,41.211,33.069,24.505
Tripura,Dhalai,PMGSY-III,12,3,0,0,12,3,106.886,104.16121,0,0,106.886
Tripura,Gomati,PMGSY-I,186,11,186,10,0,1,796.534,498.7943,765.916,482.1345,0
Tripura,Gomati,PMGSY-III,20,1,0,0,20,1,148.475,144.96541,7.285,6.0398,141.19
Tripura,Khowai,PMGSY-II,6,0,5,0,1,0,24.681,25.23502,23.961,25.282,0.578
Tripura,"North Tripura",PMGSY-II,4,0,4,0,0,0,20.642,20.93553,20.642,21.8013,0
Tripura,Sepahijala,PMGSY-III,15,0,0,0,15,0,114.393,101.17027,0,0,114.393
Tripura,Unakoti,PM-JANMAN,3,0,0,0,3,0,10.271,9.9223,0,0,10.271
"Uttar Pradesh",Agra,PMGSY-I,321,0,321,0,0,0,805.525,165.8724,789.429,150.3296,0
"Uttar Pradesh",Amethi,PMGSY-I,227,0,227,0,0,0,694.668,223.5321,687.159,215.5701,0
"Uttar Pradesh",Auraiya,PMGSY-II,7,0,7,0,0,0,58.75,36.4278,58.365,28.0419,0
"Uttar Pradesh",Ayodhya,PMGSY-II,13,0,13,0,0,0,94.1,66.2903,93.87,59.98,0
"Uttar Pradesh",Ayodhya,PMGSY-III,39,0,38,0,1,0,278.575,197.3226,275.78,148.0002,1.65
"Uttar Pradesh",Azamgarh,PMGSY-I,370,0,370,0,0,0,1023.18,281.2348,1011.782,262.8165,0
"Uttar Pradesh",Azamgarh,PMGSY-III,81,0,50,0,31,0,561.83,449.77695,394.725,250.6696,159.741
"Uttar Pradesh",Badaun,PMGSY-I,250,0,250,0,0,0,596.54,119.03666,587.249,114.3385,0
"Uttar Pradesh",Badaun,PMGSY-II,9,0,9,0,0,0,70.05,35.45431,69.43,29.5615,0
"Uttar Pradesh",Banda,PMGSY-II,12,0,12,0,0,0,97.62,56.1237,96.65,52.8161,0
"Uttar Pradesh",Barabanki,PMGSY-III,57,0,43,0,14,0,431.745,406.3758,385.205,310.1847,43.33
"Uttar Pradesh",Bulandshahr,PMGSY-II,13,0,13,0,0,0,88.285,39.91807,88.18,37.1407,0
"Uttar Pradesh",Deoria,PMGSY-II,14,0,14,0,0,0,95.115,60.33697,94.88,54.375,0
"Uttar Pradesh",Etah,PMGSY-I,274,0,274,0,0,0,718.952,166.1075,714.712,150.8243,0
"Uttar Pradesh",Etawah,PMGSY-III,25,0,25,0,0,0,181.12,127.73929,179.67,99.7384,0
"Uttar Pradesh",Farrukhabad,PMGSY-III,23,0,21,0,2,0,186.745,149.74739,186.395,108.701,0.35
"Uttar Pradesh",Fatehpur,PMGSY-I,278,0,278,0,0,0,665.035,185.3795,649.31,175.8554,0
"Uttar Pradesh",Firozabad,PMGSY-III,28,0,26,0,2,0,200.245,140.0833,198.692,98.7861,1.63
"Uttar Pradesh",Ghaziabad,PMGSY-I,154,0,154,0,0,0,385.4,79.6784,372.599,75.601,0
"Uttar Pradesh",Ghazipur,PMGSY-I,252,0,252,0,0,0,717.532,206.8764,710.807,196.5916,0
"Uttar Pradesh",Gorakhpur,PMGSY-I,318,0,318,0,0,0,921.37,332.4885,908.531,304.686,0
"Uttar Pradesh",Gorakhpur,PMGSY-II,13,0,13,0,0,0,101.05,56.65087,101.05,48.8768,0
"Uttar Pradesh",Gorakhpur,PMGSY-III,44,0,27,0,17,0,252.5,190.6546,168.874,107.3137,82.85
"Uttar Pradesh",Hamirpur,PMGSY-II,9,0,9,0,0,0,96.9,42.4343,96.9,36.4839,0
"Uttar Pradesh",Hathras,PMGSY-I,189,0,189,0,0,0,440.1,105.9981,429.017,98.7266,0
"Uttar Pradesh",J.B.F.Nagar,PMGSY-II,15,0,15,0,0,0,106.62,52.59766,95.061,41.7657,0
"Uttar Pradesh",Jaunpur,PMGSY-III,57,0,56,0,1,0,374.87,265.2944,371.09,224.2834,0.866
"Uttar Pradesh",Jhansi,PMGSY-II,14,0,14,0,0,0,110.42,70.2237,110.24,64.1953,0
"Uttar Pradesh",Kannauj,PMGSY-I,216,0,216,0,0,0,523.625,148.1651,513.177,146.1985,0
"Uttar Pradesh",Kannauj,PMGSY-III,16,0,16,0,0,0,111.208,101.61033,108.708,82.8978,0
"Uttar Pradesh","Kanpur Dehat",PMGSY-II,11,0,11,0,0,0,111.745,99.67319,110.785,78.3722,0
"Uttar Pradesh","Kanpur Nagar",PMGSY-II,11,0,11,0,0,0,103.22,85.5865,103.22,77.4466,0
"Uttar Pradesh",Kaushambi,PMGSY-I,119,0,119,0,0,0,377.975,108.3417,374.955,103.5433,0
"Uttar Pradesh",Kaushambi,PMGSY-III,40,0,30,0,10,0,282.62,272.4038,217.728,172.0867,63.305
"Uttar Pradesh",Lakhimpur-Kherii,PMGSY-III,40,0,38,0,2,0,385.833,327.10152,358.185,266.1879,22.99
"Uttar Pradesh",Mathura,PMGSY-I,201,0,201,0,0,0,580.757,152.4311,571.651,145.1983,0
"Uttar Pradesh",Mathura,PMGSY-III,34,3,23,3,11,0,305.531,236.21237,273.67,165.9508,28.036
"Uttar Pradesh",Mau,PMGSY-II,11,0,11,0,0,0,109,55.55237,107.36,54.635,0
"Uttar Pradesh",Meerut,PMGSY-II,14,0,14,0,0,0,98.601,43.6994,90.402,38.5693,0
"Uttar Pradesh",Mirzapur,PMGSY-I,287,0,287,0,0,0,834.627,217.1968,800.673,188.5854,0
"Uttar Pradesh",Muzaffarnagar,PMGSY-III,25,0,25,0,0,0,234.3,146.4625,236.288,130.4953,0
"Uttar Pradesh",Pratapgarh,PMGSY-II,15,0,15,0,0,0,95.1,58.1514,95,55.196,0
"Uttar Pradesh",Pratapgarh,PMGSY-III,70,0,65,0,5,0,485.09,430.01389,467.915,338.7516,16.77
"Uttar Pradesh",Prayagraj,PMGSY-III,66,0,50,0,16,0,478.542,436.48762,375.676,299.0819,99.41
"Uttar Pradesh",Rampur,PMGSY-III,26,0,26,0,0,0,167.12,94.59272,160.89,75.5097,0
"Uttar Pradesh",Sambhal,PMGSY-III,25,0,25,0,0,0,184.095,130.1319,179.685,100.8383,0
"Uttar Pradesh",Siddharathnagar,PMGSY-I,270,0,270,0,0,0,814.687,265.9776,796.061,244.5343,0
"Uttar Pradesh",Siddharathnagar,PMGSY-III,43,0,31,0,12,0,313.788,270.3367,248.133,167.4037,65.27
"Uttar Pradesh",Sonebhadra,PMGSY-II,12,0,12,0,0,0,101.6,43.24026,99.45,41.1159,0
"Uttar Pradesh",Varanasi,PMGSY-I,282,0,282,0,0,0,658.588,129.20441,635.728,114.0043,0
Uttarakhand,Almora,PMGSY-II,10,0,10,0,0,0,108.175,62.7289,108.175,56.0642,0
Uttarakhand,Bageshwar,PMGSY-I,181,51,180,46,1,5,1495.507,764.22853,1448.326,733.8269,1.425
Uttarakhand,Haridwar,PMGSY-III,15,0,8,0,7,0,108.195,64.4125,65.71,32.3801,42.485
Uttarakhand,Nainital,PMGSY-II,7,1,6,1,1,0,59.05,32.2919,55.775,26.4988,2.95
Uttarakhand,Pauri,PMGSY-I,271,16,270,12,1,4,2014.619,931.72223,1992.23,926.8914,1
Uttarakhand,Pithoragarh,PMGSY-I,233,45,218,33,15,12,2154.874,1283.849,2069.769,1178.1086,37.903
Uttarakhand,Pithoragarh,PMGSY-II,13,0,13,0,0,0,89.6,59.7582,87.55,56.3791,0
"West Bengal",Alipurduar,PMGSY-II,11,2,11,2,0,0,135.36,113.9922,135.16,101.2693,0
"West Bengal",Birbhum,PMGSY-II,7,0,7,0,0,0,76.75,61.97305,76.221,59.7094,0
"West Bengal",Cooch-Behar,PMGSY-I,379,4,379,4,0,0,1251.68,495.71501,1248.466,458.8132,0
"West Bengal",Cooch-Behar,PMGSY-II,6,4,6,4,0,0,76.575,84.53225,76.113,76.2672,0
"West Bengal","Dakshin Dinajpur",PMGSY-III,1,0,0,0,1,0,3.441,2.06614,2.51,0.8562,0.931
"West Bengal",Darjeeling,PMGSY-II,11,1,11,1,0,0,82.719,97.20272,80.228,95.8807,0
"West Bengal",Hooghly,PMGSY-I,342,0,342,0,0,0,1464.638,670.87733,1451.536,620.4719,0
"West Bengal",Jalpaiguri,PMGSY-III,6,0,6,0,0,0,32.215,21.72177,31.748,15.7625,0
"West Bengal",Jhargram,PMGSY-III,1,0,0,0,1,0,8.169,7.4374,5,4.9653,3.169
"West Bengal",Purulia,PMGSY-I,415,0,415,0,0,0,2217.411,870.67731,2208.023,672.5263,0
"West Bengal",Purulia,PMGSY-III,5,0,3,0,2,0,31.514,22.95155,18.908,11.8738,11.935
"West Bengal","South 24-Parganas",PMGSY-I,312,0,311,0,1,0,1603.63,838.973,1559.633,804.1278,1.2
"West Bengal","South 24-Parganas",PMGSY-II,29,0,29,0,0,0,171.764,148.82442,171.515,137.5213,0
"West Bengal",Uttardinajpur,PMGSY-III,8,0,2,0,6,0,39.125,26.2848,20.745,12.6091,18.38
